avg,cards,merchants,txs,category_id,zipcode_id,date
48.92348,1519,34,1705,5,285,201509
34.07923,5407,87,8606,7,285,201509
69.60627,6472,144,7930,8,285,201509
110.77373,68694,646,93596,6,285,201509
121.85087,0,0,322,1,285,201509
82.21106,923,24,983,15,285,201510
35.92636,1236,12,1317,12,285,201510
113.96398,78141,663,108328,6,285,201510
124.26833,187,15,228,2,285,201510
1253.845,75,16,116,18,285,201510
68.09716,6863,154,8666,8,285,201510
42.00454,1241,37,1355,5,285,201510
116.69731,1558,27,1675,16,285,201510
110.29461,2703,98,3080,9,285,201510
30.53476,3433,11,5978,11,285,201510
220.44804,3417,36,4014,10,285,201510
56.55221,13906,200,16273,19,285,201510
48.99796,32280,368,45861,3,285,201510
12.51219,5467,30,6857,17,285,201510
77.39411,7302,188,8465,13,285,201510
44.75906,5779,93,9142,7,285,201510
685.75909,0,0,11,1,285,201510
112.51361,3031,99,3484,9,285,201511
56.442,14816,199,17569,19,285,201511
15.31589,5343,31,6716,17,285,201511
93.87345,941,22,1005,15,285,201511
607.43455,11,6,11,14,285,201511
106.44171,74138,676,101302,6,285,201511
48.57602,32263,366,45821,3,285,201511
37.15879,6121,101,9588,7,285,201511
185.45358,2893,38,3328,10,285,201511
49.72247,1113,12,1186,12,285,201511
144.37819,1600,25,1694,16,285,201511
41.90705,1133,34,1246,5,285,201511
64.14854,6816,150,8588,8,285,201511
77.13593,8003,198,9338,13,285,201511
122.91988,214,15,252,2,285,201511
60.85524,0,0,6146,1,285,201511
43.02131,1262,35,1385,5,285,201512
71.21311,11229,188,12951,13,285,201512
56.36328,18484,195,21890,19,285,201512
47.12261,8287,109,12113,7,285,201512
93.94408,3632,105,4176,9,285,201512
143.78059,213,14,222,2,285,201512
184.60551,2411,37,2768,10,285,201512
121.97273,1780,27,1884,16,285,201512
63.70098,6633,148,8102,8,285,201512
812.55069,83,12,101,18,285,201512
53.3169,34128,369,46292,3,285,201512
12.26229,5869,32,7130,17,285,201512
100.80064,88476,679,122905,6,285,201512
55.69262,1723,11,1840,12,285,201512
63.03629,0,0,7427,1,285,201512
33.39986,1025,35,1148,5,93,201501
28.40213,4438,103,5416,17,93,201501
40.19166,13690,305,21156,3,93,201501
424.55126,191,26,222,18,93,201501
61.0837,1174,33,1262,15,93,201501
69.0042,1198,77,1339,9,93,201501
20.89711,7502,47,9147,16,93,201501
44.83857,2914,132,3727,19,93,201501
32.58431,14190,147,16361,13,93,201501
53.00691,3917,157,4609,6,93,201501
59.17427,72,6,89,12,93,201501
73.19891,4406,185,5729,8,93,201501
269.74157,512,56,536,2,93,201501
26.85579,13204,94,28171,7,93,201501
64.04199,0,0,8013,1,93,201501
64.38943,1555,30,1676,15,93,201502
28.12598,4833,107,5947,17,93,201502
355.82045,193,24,244,18,93,201502
33.20689,13707,303,21598,3,93,201502
25.7598,10965,93,22359,7,93,201502
64.65197,1347,80,1514,9,93,201502
31.66154,798,37,889,5,93,201502
42.05197,2830,135,3618,19,93,201502
35.31874,17229,152,20008,13,93,201502
20.40301,6798,43,8159,16,93,201502
84.13822,4172,191,5395,8,93,201502
277.90193,449,53,476,2,93,201502
52.60342,73,7,111,12,93,201502
53.02751,2860,156,3297,6,93,201502
60.52988,0,0,7821,1,93,201502
43.3699,3228,137,4215,19,93,201503
255.70902,533,55,572,2,93,201503
407.34878,272,27,320,18,93,201503
53.94656,101,9,151,12,93,201503
28.78937,5235,112,6533,17,93,201503
81.11387,4418,189,5813,8,93,201503
27.26122,828,37,933,5,93,201503
25.48557,10549,91,22189,7,93,201503
20.06614,8077,47,9825,16,93,201503
59.04503,1489,75,1689,9,93,201503
23.9705,21913,155,25584,13,93,201503
35.33116,15188,314,23661,3,93,201503
69.13657,3069,152,3617,6,93,201503
68.33696,1651,30,1830,15,93,201503
63.75719,0,0,8617,1,93,201503
20.2332,22625,152,26608,13,93,201504
481.62132,226,26,280,18,93,201504
28.92761,851,36,950,5,93,201504
33.60238,13983,310,22154,3,93,201504
27.6626,5047,110,6215,17,93,201504
88.98112,4067,192,5302,8,93,201504
19.56485,7994,45,9615,16,93,201504
231.13325,497,51,529,2,93,201504
55.52986,3137,146,3727,6,93,201504
54.06524,1410,74,1605,9,93,201504
54.68889,1371,28,1516,15,93,201504
25.56389,10703,95,21693,7,93,201504
42.85963,3306,133,4246,19,93,201504
74.49948,0,0,10667,1,93,201504
33.18898,26957,159,31938,13,93,201505
25.81119,11561,103,24343,7,93,201505
406.22248,259,29,327,18,93,201505
34.6079,15075,311,23960,3,93,201505
83.7134,4397,191,5707,8,93,201505
27.21229,840,46,932,5,93,201505
238.31646,529,53,571,2,93,201505
42.58973,3807,132,5015,19,93,201505
54.02382,3978,151,4802,6,93,201505
57.84898,1537,74,1732,9,93,201505
50.79216,1461,32,1605,15,93,201505
20.99141,7977,43,9642,16,93,201505
31.88735,5588,111,7016,17,93,201505
72.18217,0,0,9621,1,93,201505
94.97963,4472,198,5849,8,93,201506
48.49627,1493,31,1617,15,93,201506
21.20246,8370,46,10156,16,93,201506
28.73885,1036,43,1160,5,93,201506
68.45229,179,8,227,12,93,201506
39.54565,4135,135,5382,19,93,201506
33.70867,14794,328,23280,3,93,201506
28.37624,5742,110,7048,17,93,201506
46.06806,3843,142,4625,6,93,201506
259.29319,573,52,601,2,93,201506
54.4171,1696,77,1913,9,93,201506
26.28283,10966,102,22218,7,93,201506
29.07143,27205,160,32147,13,93,201506
433.18505,365,27,444,18,93,201506
59.61804,0,0,9140,1,93,201506
39.50852,4072,137,5394,19,93,201507
42.64728,4560,134,5442,6,93,201507
59.75148,151,7,182,12,93,201507
66.55184,1551,72,1760,9,93,201507
29.76722,5239,114,6478,17,93,201507
44.84406,1359,32,1489,15,93,201507
529.6778,316,30,378,18,93,201507
24.51236,9557,101,18839,7,93,201507
83.97633,4269,192,5501,8,93,201507
41.64654,806,35,919,5,93,201507
33.90639,13641,316,20814,3,93,201507
268.29392,703,52,739,2,93,201507
23.41674,8890,46,10838,16,93,201507
18.10465,28496,150,33451,13,93,201507
54.03704,0,0,8317,1,93,201507
37.03619,2866,131,3585,19,93,201508
56.7218,1133,58,1280,9,93,201508
60.86473,2344,152,2841,8,93,201508
48.38916,919,25,995,15,93,201508
231.06055,399,49,415,2,93,201508
35.54407,9745,288,13647,3,93,201508
23.4213,7953,88,14462,7,93,201508
45.87215,507,33,550,5,93,201508
19.66156,8495,38,10254,16,93,201508
532.75489,188,22,229,18,93,201508
73.20911,105,8,123,12,93,201508
40.51645,2745,117,3110,6,93,201508
31.32611,3088,105,3678,17,93,201508
17.26061,21965,134,25388,13,93,201508
46.29926,0,0,6233,1,93,201508
438.23,194,30,263,18,93,201509
55.06628,1913,77,2196,9,93,201509
19.82352,7801,47,9353,16,93,201509
25.116,5123,114,6176,17,93,201509
41.67302,1227,38,1479,5,93,201509
53.26805,1674,30,1847,15,93,201509
32.80317,15017,326,23165,3,93,201509
23.09494,23551,158,27737,13,93,201509
82.56383,4217,199,5465,8,93,201509
250.82791,528,55,570,2,93,201509
25.35615,11273,96,22843,7,93,201509
39.11904,3640,135,4684,19,93,201509
44.62126,4198,137,4927,6,93,201509
71.27538,178,8,223,12,93,201509
64.37801,0,0,9431,1,93,201509
19.78093,7455,45,8983,16,93,201510
33.83734,16111,326,25663,3,93,201510
26.00884,12565,106,26313,7,93,201510
21.01273,24238,157,28583,13,93,201510
58.48618,1961,75,2250,9,93,201510
53.49996,1681,32,1864,15,93,201510
75.22385,141,9,195,12,93,201510
30.21503,978,35,1113,5,93,201510
381.70713,210,26,296,18,93,201510
24.16704,5845,113,7129,17,93,201510
39.68164,3431,142,4433,19,93,201510
46.28003,5089,146,6085,6,93,201510
80.58841,4440,198,5821,8,93,201510
241.97448,512,56,540,2,93,201510
77.86837,0,0,9509,1,93,201510
74.68413,4443,197,5804,8,93,201511
59.68356,1765,32,2006,15,93,201511
248.43701,514,52,541,2,93,201511
19.05014,7015,40,8415,16,93,201511
23.36206,18259,158,21691,13,93,201511
51.35334,4193,153,4877,6,93,201511
25.64842,13713,116,28866,7,93,201511
23.62828,5926,112,7328,17,93,201511
290.87772,163,28,259,18,93,201511
41.81859,3366,146,4304,19,93,201511
50.26527,2041,73,2340,9,93,201511
30.71671,957,35,1087,5,93,201511
31.59064,16198,331,26082,3,93,201511
71.04378,0,0,9570,1,93,201511
39.57515,17077,337,25501,3,93,201512
66.13367,2629,37,2943,15,93,201512
352.61488,123,26,172,18,93,201512
36.817,1463,37,1641,5,93,201512
82.01655,4333,201,5466,8,93,201512
24.58946,5822,110,6922,17,93,201512
18.44186,7356,41,8789,16,93,201512
236.57902,500,56,531,2,93,201512
24.95124,16103,153,19299,13,93,201512
29.69937,14805,119,30923,7,93,201512
50.85094,2465,76,2790,9,93,201512
63.27548,4618,158,5427,6,93,201512
42.77252,3987,146,5115,19,93,201512
60.35088,0,0,8602,1,93,201512
75.3291,5526,199,6798,8,308,201501
31.16567,7301,80,13455,7,308,201501
49.57839,3401,158,4085,19,308,201501
312.9824,1129,48,1200,2,308,201501
39.95796,14174,307,18795,3,308,201501
122.65576,930,52,986,16,308,201501
47.39417,2475,94,2817,6,308,201501
90.30893,446,58,475,9,308,201501
30.01114,967,42,1077,5,308,201501
41.36869,2854,116,3874,13,308,201501
88.86401,320,19,349,15,308,201501
75.61376,0,0,49265,1,308,201501
45.14555,2826,121,3813,13,308,201502
80.30515,5540,201,6877,8,308,201502
63.46276,132,7,145,12,308,201502
84.23373,250,15,279,15,308,201502
28.7682,7300,84,13480,7,308,201502
46.79218,3442,155,4183,19,308,201502
27.78204,952,42,1083,5,308,201502
45.09457,1825,97,2091,6,308,201502
351.08135,953,44,988,2,308,201502
37.76192,15260,304,20530,3,308,201502
88.15821,508,50,543,9,308,201502
125.31061,777,54,836,16,308,201502
382.89356,114,20,295,18,308,201502
72.05364,0,0,38564,1,308,201502
81.55372,303,21,336,15,308,201503
341.03485,1156,46,1223,2,308,201503
51.44495,1890,100,2216,6,308,201503
46.85395,3877,154,4774,19,308,201503
101.14275,824,57,870,16,308,201503
27.87184,847,42,963,5,308,201503
41.44819,3037,124,4072,13,308,201503
78.2696,5880,195,7400,8,308,201503
37.88891,16565,316,22259,3,308,201503
30.14595,8288,82,14916,7,308,201503
39.99807,74,9,83,12,308,201503
95.68796,443,51,476,9,308,201503
79.01797,0,0,38961,1,308,201503
78.33506,56,8,85,12,308,201504
50.89248,1745,85,1990,6,308,201504
30.51207,7756,77,14026,7,308,201504
37.74006,15031,313,19953,3,308,201504
366.68954,1112,52,1164,2,308,201504
89.40233,509,53,572,9,308,201504
76.94641,5489,209,6893,8,308,201504
46.24749,3723,157,4632,19,308,201504
101.04336,763,54,828,16,308,201504
29.51182,864,44,993,5,308,201504
44.52621,3290,127,4350,13,308,201504
85.34414,298,20,338,15,308,201504
76.13241,0,0,37979,1,308,201504
67.55344,470,21,517,15,308,201505
115.87367,587,52,651,9,308,201505
59.67117,72,9,111,12,308,201505
107.00377,805,57,861,16,308,201505
38.12843,3582,124,4709,13,308,201505
44.03282,4064,165,5082,19,308,201505
53.93968,2249,94,2659,6,308,201505
37.49602,17377,338,23299,3,308,201505
34.00763,9354,77,16425,7,308,201505
76.7549,5828,212,7391,8,308,201505
24.83575,1031,41,1239,5,308,201505
370.05309,147,18,476,18,308,201505
371.36209,1300,49,1357,2,308,201505
71.13896,0,0,40935,1,308,201505
61.4004,639,22,722,15,308,201506
440.07514,155,19,488,18,308,201506
45.56631,4144,165,5165,19,308,201506
115.1243,827,57,896,16,308,201506
129.06363,454,51,490,9,308,201506
46.62157,116,10,197,12,308,201506
33.34625,8097,79,14142,7,308,201506
48.1521,2252,97,2684,6,308,201506
314.0153,1395,55,1475,2,308,201506
32.7002,1034,45,1177,5,308,201506
39.35579,3642,130,4808,13,308,201506
35.5991,17613,325,23683,3,308,201506
89.38546,4889,219,6162,8,308,201506
69.01064,0,0,39421,1,308,201506
36.53576,16119,328,21391,3,308,201507
45.85848,1935,92,2247,6,308,201507
322.62648,1577,59,1683,2,308,201507
60.58172,696,21,877,15,308,201507
143.89624,429,45,473,9,308,201507
55.35124,117,9,210,12,308,201507
131.42412,768,53,820,16,308,201507
39.32665,3318,113,4392,13,308,201507
39.29749,668,37,752,5,308,201507
554.33094,175,22,469,18,308,201507
43.73835,3964,162,4976,19,308,201507
94.21666,4450,207,5592,8,308,201507
31.37912,7580,75,12445,7,308,201507
65.51563,0,0,45303,1,308,201507
58.79708,471,21,613,15,308,201508
34.90735,10204,308,12860,3,308,201508
496.77681,171,19,345,18,308,201508
102.25065,557,48,603,16,308,201508
311.49596,1035,49,1095,2,308,201508
124.64775,283,40,298,9,308,201508
29.49271,5158,71,8317,7,308,201508
41.79525,2477,141,2915,19,308,201508
61.61782,2632,170,3162,8,308,201508
38.98143,1020,70,1173,6,308,201508
53.05033,391,31,421,5,308,201508
39.2936,2170,99,2711,13,308,201508
63.86388,0,0,31191,1,308,201508
84.77586,4529,212,5590,8,308,201509
55.3801,800,24,1014,15,308,201509
97.65381,912,56,992,16,308,201509
45.89499,1328,38,1562,5,308,201509
55.93533,1684,89,1934,6,308,201509
330.47589,1218,54,1281,2,308,201509
34.41905,17247,339,22827,3,308,201509
45.2834,3369,159,4150,19,308,201509
38.93792,3631,121,4761,13,308,201509
30.04468,8463,82,14928,7,308,201509
101.38536,563,49,617,9,308,201509
75.03664,0,0,35609,1,308,201509
325.25405,1306,55,1376,2,308,201510
98.28753,941,58,1017,16,308,201510
86.49179,582,53,631,9,308,201510
39.24213,3962,122,5163,13,308,201510
31.13816,1331,38,1540,5,308,201510
88.06456,5103,221,6320,8,308,201510
51.57289,96,7,142,12,308,201510
30.59097,10151,84,17622,7,308,201510
43.93908,3470,159,4359,19,308,201510
56.06597,892,28,1151,15,308,201510
34.85891,20274,347,27484,3,308,201510
54.02395,1913,90,2211,6,308,201510
78.11826,0,0,38658,1,308,201510
342.93771,1145,51,1213,2,308,201511
88.78263,514,52,563,9,308,201511
48.9081,3309,158,4098,19,308,201511
82.96615,5027,224,6218,8,308,201511
77.12477,205,7,279,12,308,201511
50.18797,1993,97,2338,6,308,201511
34.01874,20187,340,27404,3,308,201511
111.63897,984,58,1063,16,308,201511
41.82268,3632,124,4724,13,308,201511
31.63425,1065,41,1242,5,308,201511
52.54135,996,24,1243,15,308,201511
398.7576,83,21,362,18,308,201511
59.3753,0,0,59023,1,308,201511
53.63171,1010,23,1242,15,308,201512
41.78856,12707,90,19645,7,308,201512
49.98394,2137,96,2465,6,308,201512
37.64247,21282,346,28162,3,308,201512
111.41755,968,54,1029,16,308,201512
39.9079,3666,131,4616,13,308,201512
349.78641,1167,53,1227,2,308,201512
61.92949,322,7,429,12,308,201512
48.22753,3805,155,4664,19,308,201512
84.31489,569,54,624,9,308,201512
35.37003,1276,37,1505,5,308,201512
82.70381,4521,211,5563,8,308,201512
77.05477,0,0,45038,1,308,201512
302.73487,155,21,302,18,199,201501
37.18086,4183,88,4714,5,199,201501
24.95062,6881,137,9757,7,199,201501
68.33551,195,12,254,2,199,201501
44.41868,9871,174,11627,13,199,201501
44.49225,2378,97,2622,9,199,201501
43.13372,9416,200,10657,19,199,201501
142.86873,4443,116,4928,10,199,201501
28.32877,39166,822,53705,3,199,201501
61.99745,41346,463,48763,6,199,201501
66.63895,3107,70,3239,16,199,201501
10.52519,2390,40,2811,17,199,201501
56.62387,4728,132,5799,8,199,201501
50.33499,6731,31,7227,15,199,201501
262.95641,0,0,5706,1,199,201501
45.12066,8682,213,9747,19,199,201502
35.76791,3089,84,3508,5,199,201502
54.14697,4892,135,5970,8,199,201502
41.98668,8497,168,10233,13,199,201502
283.95594,204,17,397,18,199,201502
28.03538,40225,819,55916,3,199,201502
10.34752,2657,42,3121,17,199,201502
139.19343,4022,116,4402,10,199,201502
52.03415,3940,28,4194,15,199,201502
69.77603,172,14,209,2,199,201502
22.76824,6231,143,9190,7,199,201502
62.0322,25133,450,28778,6,199,201502
57.26032,1982,62,2088,16,199,201502
45.18106,2227,96,2492,9,199,201502
280.36512,0,0,5302,1,199,201502
151.52125,4543,122,4970,10,199,201503
85.9254,137,12,163,2,199,201503
39.08631,8683,170,10577,13,199,201503
22.69865,6694,134,9993,7,199,201503
49.80636,5355,132,6652,8,199,201503
56.14394,4510,25,4828,15,199,201503
65.02754,25933,470,29844,6,199,201503
43.1891,9763,212,11128,19,199,201503
54.45466,2669,64,2780,16,199,201503
10.17439,2708,43,3283,17,199,201503
27.88888,43275,826,60856,3,199,201503
35.80512,3163,87,3579,5,199,201503
43.94467,2298,93,2556,9,199,201503
352.38584,324,17,527,18,199,201503
279.27621,0,0,5560,1,199,201503
45.41691,9519,213,10797,19,199,201504
66.22159,27389,461,31272,6,199,201504
48.33339,2208,90,2426,9,199,201504
59.85586,4742,30,5098,15,199,201504
53.04263,5106,130,6345,8,199,201504
33.87627,3074,87,3446,5,199,201504
85.45202,145,12,188,2,199,201504
10.40581,2909,45,3489,17,199,201504
23.94339,6349,139,9424,7,199,201504
149.73593,4606,124,4988,10,199,201504
341.93355,177,15,301,18,199,201504
26.8986,41806,830,58643,3,199,201504
57.14138,2599,63,2705,16,199,201504
41.63362,8710,177,10550,13,199,201504
279.54293,0,0,5183,1,199,201504
39.68947,9412,181,11509,13,199,201505
24.20847,6419,138,9714,7,199,201505
9.46046,3834,45,4692,17,199,201505
54.30979,4455,28,4739,15,199,201505
343.11326,188,17,347,18,199,201505
45.27533,2362,95,2655,9,199,201505
50.41783,5618,128,7108,8,199,201505
155.77926,4856,127,5273,10,199,201505
27.13982,43631,842,62302,3,199,201505
45.74187,10684,211,12351,19,199,201505
71.06303,26616,471,30852,6,199,201505
63.08743,2134,65,2231,16,199,201505
33.63838,2988,98,3378,5,199,201505
288.47865,0,0,6281,1,199,201505
73.79431,170,12,195,2,199,201506
52.93577,5354,136,6732,8,199,201506
148.9223,4768,132,5201,10,199,201506
284.32297,229,17,495,18,199,201506
63.87082,2187,96,2407,9,199,201506
65.37703,26036,465,30920,6,199,201506
22.96171,6252,136,9614,7,199,201506
44.85626,10339,221,11952,19,199,201506
9.63131,3796,42,4588,17,199,201506
51.93907,5178,26,5527,15,199,201506
25.52515,43811,833,62851,3,199,201506
31.68059,3639,92,4007,5,199,201506
68.22551,1869,63,1954,16,199,201506
35.41343,10203,186,12464,13,199,201506
266.71385,0,0,5898,1,199,201506
54.52841,5229,132,6583,8,199,201507
53.07071,1814,94,2013,9,199,201507
10.11867,3434,46,4229,17,199,201507
23.22226,5888,127,8734,7,199,201507
76.04687,1530,67,1624,16,199,201507
36.41919,2297,84,2538,5,199,201507
38.17519,9987,172,12073,13,199,201507
25.36921,42251,831,61498,3,199,201507
46.40351,10244,220,11847,19,199,201507
133.45548,4630,132,5087,10,199,201507
59.16344,29500,462,35675,6,199,201507
46.83711,5468,24,5890,15,199,201507
592.3016,131,16,257,18,199,201507
65.8756,202,12,248,2,199,201507
288.77823,0,0,5113,1,199,201507
60.98791,847,62,890,16,199,201508
22.9367,4836,116,6843,7,199,201508
51.33788,4063,25,4354,15,199,201508
652.06903,126,15,165,18,199,201508
56.61032,17164,386,19721,6,199,201508
42.04475,2038,80,2237,5,199,201508
43.26331,1260,85,1386,9,199,201508
131.83061,3679,117,3949,10,199,201508
10.22612,2143,42,2525,17,199,201508
24.81481,30528,764,42150,3,199,201508
67.61446,143,12,193,2,199,201508
34.37314,7712,155,9234,13,199,201508
49.65466,3570,116,4366,8,199,201508
41.71372,7596,203,8553,19,199,201508
322.16455,0,0,4348,1,199,201508
24.08349,6623,140,9914,7,199,201509
46.11446,9842,220,11215,19,199,201509
41.57386,3250,92,3722,5,199,201509
73.66705,19313,431,22320,6,199,201509
157.44146,5412,136,5868,10,199,201509
75.10312,163,12,192,2,199,201509
41.5476,10318,182,12552,13,199,201509
10.34636,3840,46,4579,17,199,201509
64.6118,1112,65,1217,16,199,201509
58.12556,4645,25,4998,15,199,201509
25.63452,44677,838,64556,3,199,201509
54.45314,2314,93,2614,9,199,201509
376.70928,163,18,321,18,199,201509
49.86832,5175,139,6439,8,199,201509
266.38928,0,0,6759,1,199,201509
156.94585,6130,131,6813,10,199,201510
48.13185,6007,138,7433,8,199,201510
63.56904,4809,28,5168,15,199,201510
323.98947,140,15,282,18,199,201510
68.152,1145,67,1263,16,199,201510
42.09702,14636,227,16794,19,199,201510
9.88429,4711,49,5713,17,199,201510
27.09076,52380,888,75770,3,199,201510
38.54299,3683,95,4142,5,199,201510
23.71265,7799,141,11517,7,199,201510
69.62539,196,11,230,2,199,201510
35.76889,11158,194,13492,13,199,201510
52.15984,2551,91,2902,9,199,201510
79.77676,23602,438,27206,6,199,201510
224.95276,0,0,7820,1,199,201510
66.41496,1227,65,1315,16,199,201511
37.73773,10974,186,13307,13,199,201511
26.53591,52690,885,76109,3,199,201511
64.64879,2653,97,2981,9,199,201511
10.1551,4501,51,5462,17,199,201511
47.70272,5557,145,6915,8,199,201511
81.55403,196,11,226,2,199,201511
270.3907,82,16,242,18,199,201511
24.63748,8335,143,12242,7,199,201511
44.03152,3415,93,3824,5,199,201511
148.77498,5013,129,5697,10,199,201511
40.84217,17850,232,20751,19,199,201511
64.63367,4168,25,4436,15,199,201511
77.64993,22015,445,25370,6,199,201511
225.87777,0,0,8419,1,199,201511
288.98038,83,14,156,18,199,201512
35.83028,13259,194,15781,13,199,201512
72.91675,27568,464,32237,6,199,201512
10.71561,4612,52,5401,17,199,201512
28.43462,9442,148,13129,7,199,201512
72.05182,1774,72,1891,16,199,201512
41.67778,21518,230,25059,19,199,201512
40.6267,5180,95,5786,5,199,201512
151.29735,4556,123,4993,10,199,201512
50.54882,3240,100,3610,9,199,201512
28.82004,54599,890,76171,3,199,201512
49.22725,5827,137,7113,8,199,201512
68.3949,217,14,243,2,199,201512
137.17396,0,0,14754,1,199,201512
104.53801,886,103,965,9,1,201501
102.64015,1439,40,1572,15,1,201501
60.7766,6694,123,8081,13,1,201501
441.37769,100,21,104,18,1,201501
45.89876,2670,111,3197,19,1,201501
30.72407,6861,88,14318,7,1,201501
37.69605,498,23,569,5,1,201501
218.58665,263,25,275,2,1,201501
53.6125,3749,93,4130,6,1,201501
107.6471,823,37,891,16,1,201501
136.56907,1515,24,1630,10,1,201501
54.79214,3527,138,4599,8,1,201501
23.2271,3004,139,3276,17,1,201501
51.45331,21907,452,26508,3,1,201501
40.62374,3933,9,8621,11,1,201501
136.64292,0,0,742,1,1,201501
33.28872,354,24,406,5,1,201502
22.15426,3238,139,3614,17,1,201502
